iter	MAE
1514	0.528585208
1515	0.5285850075
1516	0.5285745535
1517	0.5285734917
1518	0.5285722192
1519	0.5285649011
1520	0.528564017
1521	0.5285604267
1522	0.5285586916
1523	0.528557188
1524	0.5285567867
1525	0.5285565674
1526	0.5285502752
1527	0.5285499068
1528	0.5285450399
1529	0.5285443122
1530	0.528543876
1531	0.5285431981
1532	0.5285360868
1533	0.5285299321
1534	0.5285280227
1535	0.5285258358
1536	0.528524144
1537	0.5285234377
1538	0.5285157078
1539	0.528511827
1540	0.5285115237
1541	0.5285107325
1542	0.5285101663
1543	0.5285087544
1544	0.5285084067
1545	0.5285052414
1546	0.5285048692
1547	0.5285041395
1548	0.5285034329
1549	0.5285026627
1550	0.5284985575
1551	0.528495905
1552	0.5284955296
1553	0.5284951984
1554	0.528489785
1555	0.5284888576
1556	0.5284874859
1557	0.5284852476
1558	0.528484326
1559	0.5284800438
1560	0.5284772858
1561	0.5284768623
1562	0.5284764346
1563	0.5284727714
1564	0.528468364
1565	0.5284668769
1566	0.5284658495
1567	0.5284617
1568	0.5284582281
1569	0.528454887
1570	0.5284486714
1571	0.5284436235
1572	0.5284395042
1573	0.5284385033
1574	0.5284284548
1575	0.5284260299
1576	0.5284089763
1577	0.5284052993
1578	0.5284010137
1579	0.5283957354
1580	0.5283908412
1581	0.5283893793
1582	0.5283880058
1583	0.5283822488
1584	0.5283805403
1585	0.5283778848
1586	0.5283737791
1587	0.5283718901
1588	0.5283697818
1589	0.5283656526
1590	0.5283647057
1591	0.528362212
1592	0.5283557742
1593	0.5283552626
1594	0.528352737
1595	0.528350486
1596	0.5283455546
1597	0.5283434212
1598	0.5283366707
1599	0.5283357842
1600	0.5283338482
1601	0.5283316151
1602	0.5283292005
1603	0.5283283046
1604	0.5283275626
1605	0.5283243942
1606	0.5283232962
1607	0.5283206367
1608	0.528319198
1609	0.5283164314
1610	0.5283144078
1611	0.5283132622
1612	0.5283113999
1613	0.5283093206
1614	0.5283069914
1615	0.5283052279
1616	0.52830308
1617	0.5283011738
1618	0.5283010667
1619	0.5283004004
1620	0.5282983322
1621	0.5282981024
1622	0.5282968066
1623	0.5282956473
1624	0.528294814
1625	0.5282937344
1626	0.5282931295
1627	0.5282894342
1628	0.5282865273
1629	0.5282832861
1630	0.528281875
1631	0.528279087
1632	0.5282765481
1633	0.5282706495
1634	0.5282699663
1635	0.528263352
1636	0.5282625533
1637	0.5282615187
1638	0.5282606637
1639	0.528257422
1640	0.5282557074
1641	0.5282540254
1642	0.5282518668
1643	0.528247671
1644	0.5282405136
1645	0.5282385741
1646	0.5282340651
1647	0.5282314513
1648	0.5282287945
1649	0.528216265
1650	0.5282100309
1651	0.5282069213
1652	0.528198306
1653	0.528196518
1654	0.5281941806
1655	0.5281921617
1656	0.5281912066
1657	0.5281891629
1658	0.5281864425
1659	0.5281856793
1660	0.5281809965
1661	0.5281791692
1662	0.5281695068
1663	0.5281674355
1664	0.528165176
1665	0.5281621819
1666	0.5281595403
1667	0.5281588569
1668	0.5281585415
1669	0.5281515351
1670	0.5281508335
1671	0.5281413649
1672	0.5281315251
1673	0.5281287293
1674	0.5281274793
1675	0.5281274335
1676	0.5281257785
1677	0.5281255335
1678	0.5281252532
1679	0.5281245521
1680	0.5281222965
1681	0.5281202891
1682	0.5281202605
1683	0.5281098583
1684	0.5281021559
1685	0.5280965447
1686	0.5280945075
1687	0.5280926824
1688	0.5280912251
1689	0.5280906718
1690	0.5280894439
1691	0.5280816395
1692	0.5280809167
1693	0.5280788498
1694	0.5280769865
1695	0.5280685456
1696	0.5280580185
1697	0.5280580182
1698	0.5280511864
1699	0.5280501803
1700	0.5280501806
1701	0.5280366229
1702	0.5280233937
1703	0.5280233936
1704	0.5280060596
1705	0.5280060597
1706	0.5280059851
1707	0.5280017101
1708	0.5279965803
1709	0.5279903994
1710	0.5279904
1711	0.5279864423
1712	0.527977637
1713	0.527975584
1714	0.5279728957
1715	0.5279692783
1716	0.5279669168
1717	0.527959093
1718	0.527945099
1719	0.527944642
1720	0.5279437226
1721	0.5279346133
1722	0.527930708
1723	0.5279224903
1724	0.5279157194
1725	0.5279085415
1726	0.5279024096
1727	0.5278994507
1728	0.5278978262
1729	0.5278955033
1730	0.5278874276
1731	0.527878944
1732	0.5278785923
1733	0.5278685561
1734	0.5278666805
1735	0.5278646885
1736	0.5278610229
1737	0.5278589473
1738	0.5278573151
1739	0.5278560377
1740	0.5278556745
1741	0.5278545432
1742	0.5278534277
1743	0.5278525039
1744	0.5278519975
1745	0.5278509621
1746	0.52784993
1747	0.527849683
1748	0.5278469418
1749	0.5278460687
1750	0.5278445774
1751	0.5278442947
1752	0.5278431429
1753	0.5278312878
1754	0.5278304436
1755	0.5278301518
1756	0.5278242826
1757	0.527823901
1758	0.527814694
1759	0.5278125263
1760	0.527809651
1761	0.5278004096
1762	0.5277999382
1763	0.5277978364
1764	0.5277978302
1765	0.527783412
1766	0.5277702051
1767	0.5277630317
1768	0.5277589778
1769	0.5277489217
1770	0.5277421011
1771	0.5277418544
1772	0.5277300961
1773	0.5277262272
1774	0.5277187046
1775	0.5277118483
1776	0.5277000703
1777	0.5276989529
1778	0.5276926159
1779	0.5276882519
1780	0.5276830586
1781	0.5276810154
1782	0.5276777629
1783	0.5276736343
1784	0.5276665678
1785	0.5276630493
1786	0.5276626064
1787	0.5276594805
1788	0.5276585598
1789	0.5276536093
1790	0.5276500816
1791	0.5276478466
1792	0.5276334763
1793	0.5276302973
1794	0.5276261095
1795	0.5276240569
1796	0.5276232116
1797	0.5276229261
1798	0.5276201495
1799	0.5276166424
1800	0.5276158866
1801	0.5276126353
1802	0.5276100917
1803	0.5276052541
1804	0.5276044339
1805	0.5276040221
1806	0.5276037995
1807	0.5276030948
1808	0.527599747
1809	0.5275972383
1810	0.5275916562
1811	0.5275877602
1812	0.5275735448
1813	0.5275724134
1814	0.5275707984
1815	0.5275674059
1816	0.5275668004
1817	0.5275646613
1818	0.5275640306
1819	0.5275564553
1820	0.5275536934
1821	0.527553499
1822	0.527552344
1823	0.5275497536
1824	0.5275474481
1825	0.5275454428
1826	0.5275396992
1827	0.5275391864
1828	0.5275363033
1829	0.5275360636
1830	0.5275310167
1831	0.5275289496
1832	0.5275286028
1833	0.5275247602
1834	0.527523116
1835	0.5275197757
1836	0.5275192673
1837	0.5275174574
1838	0.5275091152
1839	0.5275017397
1840	0.527496825
1841	0.5274954222
1842	0.5274951087
1843	0.5274834226
1844	0.5274740673
1845	0.5274734105
1846	0.5274665371
1847	0.5274591052
1848	0.5274588506
1849	0.527458534
1850	0.5274583496
1851	0.5274579628
1852	0.5274566092
1853	0.5274520512
1854	0.5274498209
1855	0.5274494787
1856	0.5274453374
1857	0.5274452765
1858	0.5274422318
1859	0.5274413193
1860	0.5274407659
1861	0.5274405627
1862	0.5274401337
1863	0.5274398726
1864	0.5274326183
1865	0.5274294822
1866	0.527426715
1867	0.5274265495
1868	0.5274209802
1869	0.5274207626
1870	0.5274180367
1871	0.5274151916
1872	0.5274124982
1873	0.5274106728
1874	0.5274104837
1875	0.5274101844
1876	0.5274094935
1877	0.527408751
1878	0.5274072166
1879	0.5274051807
1880	0.5274009566
1881	0.5273869578
1882	0.5273855773
1883	0.5273840489
1884	0.5273826481
1885	0.5273810358
1886	0.5273772813
1887	0.5273745254
1888	0.5273705473
1889	0.527367485
1890	0.527362275
1891	0.5273607672
1892	0.5273558715
1893	0.5273545057
1894	0.5273512272
1895	0.5273498229
1896	0.5273464485
1897	0.5273378203
1898	0.5273346164
1899	0.5273331601
1900	0.5273310344
1901	0.5273294767
1902	0.527324697
1903	0.527322871
1904	0.5273210537
1905	0.5273189413
1906	0.52731622
1907	0.5273136726
1908	0.5273113567
1909	0.5273094747
1910	0.5273093967
1911	0.5273078149
1912	0.5273059172
1913	0.5273039054
1914	0.527303855
1915	0.5272919809
1916	0.5272915178
1917	0.5272901254
1918	0.5272889017
1919	0.5272886694
1920	0.5272871902
1921	0.527287064
1922	0.5272857528
1923	0.5272836096
1924	0.5272809804
1925	0.5272801595
1926	0.5272799039
1927	0.5272787974
1928	0.5272787372
1929	0.5272772943
1930	0.527275918
1931	0.5272745444
1932	0.5272734146
1933	0.5272729516
1934	0.5272709442
1935	0.5272691138
1936	0.5272682576
1937	0.5272665499
1938	0.5272637498
1939	0.5272628652
1940	0.5272628132
1941	0.5272602633
1942	0.5272580968
1943	0.5272566923
1944	0.5272542346
1945	0.5272506095
1946	0.5272484858
1947	0.5272464894
1948	0.5272430812
1949	0.52724224
1950	0.5272384264
1951	0.5272373835
1952	0.527235615
1953	0.5272308626
1954	0.527228337
1955	0.5272264392
1956	0.5272250439
1957	0.5272238182
1958	0.5272225692
1959	0.5272214958
1960	0.5272210864
1961	0.5272203202
1962	0.5272187092
1963	0.5272177873
1964	0.5272176028
1965	0.5272169275
1966	0.5272165196
1967	0.5272157127
1968	0.5272126594
1969	0.5272121148
1970	0.527211462
1971	0.5272072949
1972	0.5272020987
1973	0.5272018209
1974	0.5271919122
1975	0.5271917632
1976	0.527191516
1977	0.5271913435
1978	0.5271908929
1979	0.5271906657
1980	0.5271897329
1981	0.5271895287
1982	0.5271869463
1983	0.5271843681
1984	0.5271820862
1985	0.5271806799
1986	0.5271806008
1987	0.527180414
1988	0.5271753768
1989	0.5271732118
1990	0.5271731772
1991	0.5271728422
1992	0.5271681992
1993	0.5271659218
1994	0.5271642074
1995	0.5271596664
1996	0.5271593723
1997	0.5271535786
1998	0.5271473165
1999	0.527138652
